#He	V	#exp(-EHe)
111	29	1.6572675401761255E-02
112	29	2.0858369425214716E-02
113	29	2.1709615629848571E-02
114	29	2.5222974835227212E-02
115	29	2.0858369425214716E-02
116	29	2.1709615629848571E-02
117	29	2.7323722447292559E-02
118	29	2.0858369425214716E-02
119	29	2.9599435167891999E-02
120	29	2.6782676492638175E-02
121	29	1.5452260123909515E-02
122	29	2.9304915867040759E-02
123	29	2.3754103131304997E-02
124	29	3.5793105067655297E-02
125	29	1.2155178329914935E-02
126	29	4.4157168419692860E-02
127	29	1.4846368338086832E-02
128	29	1.7597472415623393E-02
129	29	2.8724639654239433E-02
130	29	2.0241911445804391E-02
131	29	2.4723526470339388E-02
132	29	4.3282797901965896E-02
133	29	1.4264233908999256E-02
134	29	3.9557498788398725E-02
135	29	1.8873433135151486E-02
136	29	3.3708676899572396E-02
137	29	2.0040501061684014E-02
138	29	1.3299883542443767E-02
139	29	4.4600955340274535E-02
140	29	1.5146284873046980E-02
141	29	4.7358924391140929E-02
142	29	1.4698644504901784E-02
143	29	3.3708676899572396E-02
144	29	2.4233967845691113E-02
145	29	2.0858369425214716E-02
146	29	3.9163895098987066E-02
147	29	2.3992835836709175E-02
148	29	1.6082878822588433E-02
0	30	0.000E+000
1	30	2.1122532717327142E-03
2	30	2.1122532717327142E-03
3	30	2.1122532717327142E-03
4	30	2.1122532717327142E-03
5	30	2.1122532717327142E-03
6	30	2.1122532717327142E-03
7	30	2.1122532717327142E-03
8	30	2.1122532717327142E-03
9	30	2.1122532717327142E-03
10	30	2.0912360005151103E-03
11	30	2.1122532717327142E-03
12	30	2.1122532717327142E-03
13	30	2.1122532717327142E-03
14	30	2.1122532717327142E-03
15	30	2.1122532717327142E-03
16	30	2.1549236182976149E-03
17	30	2.1984559630425313E-03
18	30	2.2881766529221693E-03
19	30	2.1122532717327142E-03
20	30	2.4054939786195095E-03
21	30	2.2205508127982939E-03
22	30	2.3344008875291352E-03
23	30	2.1984559630425313E-03
24	30	2.4787521766663585E-03
25	30	2.0704278546402606E-03
26	30	2.5036640502020999E-03
27	30	2.3815589136168707E-03
28	30	2.4540881804139170E-03
29	30	2.2881766529221693E-03
30	30	2.4296695950245975E-03
31	30	3.1827807965096669E-03
32	30	3.5885753273319477E-03
33	30	3.4478652761031265E-03
34	30	3.4135584433954303E-03
35	30	3.1511115984444414E-03
36	30	3.4135584433954303E-03
37	30	3.8874572434761303E-03
38	30	3.8104804325920370E-03
39	30	3.8104804325920370E-03
40	30	3.7350278646880674E-03
41	30	4.7481509994114776E-03
42	30	3.6610693577310053E-03
43	30	3.9659890890910649E-03
44	30	4.3394832707388947E-03
45	30	4.4716402113483319E-03
46	30	5.0417602596909790E-03
47	30	5.5165644207607716E-03
48	30	5.6280064144040654E-03
49	30	6.6045267093148112E-03
50	30	4.2112321579970352E-03
51	30	5.6845688192195950E-03
52	30	5.1436105730303834E-03
53	30	6.8740625574962482E-03
54	30	6.6045267093148112E-03
55	30	6.0360829235995648E-03
56	30	7.3724883313680120E-03
57	30	7.2265032813764625E-03
58	30	6.4093334462563831E-03
59	30	8.6516952031206341E-03
60	30	7.0834089290521185E-03
61	30	8.3124573819231187E-03
62	30	7.9865212659555023E-03
63	30	7.2265032813764625E-03
64	30	7.0834089290521185E-03
65	30	9.1866861562446642E-03
66	30	9.4664624017103231E-03
67	30	8.6516952031206341E-03
68	30	8.9151785484395535E-03
69	30	1.0357959717613696E-02
70	30	1.1108996538242306E-02
71	30	7.9865212659555023E-03
72	30	6.8056644922305431E-03
73	30	1.1333413154667387E-02
74	30	7.6733652878954893E-03
75	30	1.0998460175806881E-02
76	30	1.1220643809589084E-02
77	30	1.3299883542443767E-02
78	30	1.2400729220443406E-02
79	30	1.4264233908999256E-02
80	30	1.1678566970395442E-02
81	30	1.2277339903068436E-02
82	30	1.4846368338086832E-02
83	30	1.2400729220443406E-02
84	30	1.6572675401761255E-02
85	30	9.0952771016958155E-03
86	30	1.9448214745385391E-02
87	30	9.5616019305435045E-03
88	30	1.5764416484854486E-02
89	30	1.0998460175806881E-02
90	30	1.6739233558580632E-02
91	30	1.4122302410163962E-02
92	30	1.3167547490079751E-02
93	30	2.1067999523041434E-02
94	30	7.6733652878954893E-03
95	30	1.8873433135151486E-02
96	30	1.4552390548416123E-02
97	30	1.9254701775386920E-02
98	30	1.3981783153338308E-02
99	30	1.6082878822588433E-02
100	30	1.2906812580479873E-02
101	30	3.0807411032751076E-02
102	30	9.0952771016958155E-03
103	30	2.0650825181712566E-02
104	30	1.7774329953659442E-02
105	30	1.0567204383852655E-02
106	30	1.8873433135151486E-02
107	30	1.6244514441949871E-02
108	30	2.4972002042276155E-02
109	30	1.0357959717613696E-02
110	30	1.8873433135151486E-02
111	30	2.6516184408894181E-02
112	30	1.2277339903068436E-02
113	30	2.2595601851121864E-02
114	30	1.5298507566725518E-02
115	30	3.1429762018367710E-02
116	30	1.4995576820477703E-02
117	30	2.2822691425092981E-02
118	30	2.4233967845691113E-02
119	30	1.6739233558580632E-02
120	30	2.8724639654239433E-02
121	30	1.6244514441949871E-02
122	30	3.2064685327860769E-02
123	30	2.5222974835227212E-02
124	30	2.4233967845691113E-02
125	30	2.1493601345089923E-02
126	30	2.1927800894261620E-02
127	30	1.5764416484854486E-02
128	30	3.7253849396215809E-02
129	30	1.5922851504511698E-02
130	30	3.1429762018367710E-02
131	30	1.6407774526292645E-02
132	30	1.4846368338086832E-02
133	30	3.0197383422318501E-02
134	30	2.6782676492638175E-02
135	30	2.1493601345089923E-02
136	30	2.5991128778755347E-02
137	30	2.1709615629848571E-02
138	30	3.9163895098987066E-02
139	30	2.7323722447292559E-02
140	30	2.0241911445804391E-02
141	30	3.7628256807176221E-02
142	30	1.7774329953659442E-02
143	30	2.0241911445804391E-02
144	30	2.3283740374897010E-02
145	30	4.5501954404621570E-02
146	30	1.9841094744370288E-02
147	30	1.7952964939502866E-02
148	30	2.9599435167891999E-02
0	31	0.000E+000
1	31	2.1122532717327142E-03
2	31	2.1122532717327142E-03
3	31	2.1122532717327142E-03
4	31	2.1122532717327142E-03
5	31	2.0912360005151103E-03
6	31	2.1122532717327142E-03
7	31	2.0912360005151103E-03
8	31	2.1122532717327142E-03
9	31	2.1122532717327142E-03
10	31	2.0912360005151103E-03
11	31	2.1122532717327142E-03
12	31	2.0912360005151103E-03
13	31	2.1122532717327142E-03
14	31	2.1122532717327142E-03
15	31	2.1334817700377081E-03
16	31	2.1549236182976149E-03
17	31	2.1334817700377081E-03
18	31	2.2205508127982939E-03
19	31	2.1984559630425313E-03
20	31	2.1984559630425313E-03
21	31	2.1765809607151255E-03
22	31	2.3344008875291352E-03
23	31	2.3344008875291352E-03
24	31	2.1549236182976149E-03
25	31	2.3111732106021292E-03
26	31	2.3111732106021292E-03
27	31	2.1549236182976149E-03
28	31	2.4054939786195095E-03
29	31	2.2428677194858034E-03
30	31	2.3111732106021292E-03
31	31	2.4540881804139170E-03
32	31	3.2147682753068700E-03
33	31	3.4135584433954303E-03
34	31	3.2797109023435730E-03
35	31	3.3459654574712720E-03
36	31	3.6246411089657558E-03
37	31	3.1197575141649948E-03
38	31	3.4825168982116632E-03
39	31	3.5528684062213619E-03
40	31	4.4716402113483319E-03
41	31	3.1197575141649948E-03
42	31	4.6078219299927519E-03
43	31	4.4271466478315114E-03
44	31	3.8487763976105429E-03
45	31	4.3830958026687761E-03
46	31	3.7350278646880674E-03
47	31	4.5619733357350964E-03
48	31	5.1953047187052312E-03
49	31	5.1953047187052312E-03
50	31	5.2475183991813846E-03
51	31	5.5720068149199926E-03
52	31	4.7481509994114776E-03
53	31	6.8740625574962482E-03
54	31	6.2824201408011177E-03
55	31	5.8576897133356225E-03
56	31	6.4093334462563831E-03
57	31	5.9165604736818572E-03
58	31	6.3455595129091160E-03
59	31	8.4803801599532685E-03
60	31	5.6280064144040654E-03
61	31	7.9070540515934415E-03
62	31	9.0952771016958155E-03
63	31	6.0967465655156379E-03
64	31	7.2991308467885829E-03
65	31	9.8527960611872571E-03
66	31	7.5970140275775670E-03
67	31	6.8056644922305431E-03
68	31	1.1333413154667387E-02
69	31	7.2265032813764625E-03
70	31	1.1333413154667387E-02
71	31	6.4093334462563831E-03
72	31	8.1478596976799888E-03
73	31	8.9151785484395535E-03
74	31	8.8264710397267226E-03
75	31	9.0952771016958155E-03
76	31	1.0673406553522925E-02
77	31	1.1447315850505711E-02
78	31	1.8499714119819242E-02
79	31	7.4465830709243381E-03
80	31	1.0889023668554451E-02
81	31	1.6244514441949871E-02
82	31	1.2651240568005305E-02
83	31	1.0152858373369763E-02
84	31	9.6576976275377768E-03
85	31	1.8685639337732773E-02
86	31	1.4264233908999256E-02
87	31	1.4264233908999256E-02
88	31	1.0567204383852655E-02
89	31	1.0567204383852655E-02
90	31	1.3299883542443767E-02
91	31	1.7422374639493515E-02
92	31	9.7547591023429032E-03
93	31	1.9254701775386920E-02
94	31	1.2277339903068436E-02
95	31	1.6407774526292645E-02
96	31	1.0357959717613696E-02
97	31	2.2370771856165601E-02
98	31	1.3981783153338308E-02
99	31	2.1493601345089923E-02
100	31	8.7386461854732905E-03
101	31	1.4407591843112350E-02
102	31	1.9841094744370288E-02
103	31	1.1914489672789647E-02
104	31	1.8133395236801075E-02
105	31	2.1927800894261620E-02
106	31	1.0357959717613696E-02
107	31	1.2525358621074385E-02
108	31	1.5146284873046980E-02
109	31	2.2148178957037315E-02
110	31	1.2400729220443406E-02
111	31	1.9643672553065292E-02
112	31	1.5146284873046980E-02
113	31	2.5732512726359940E-02
114	31	1.6244514441949871E-02
115	31	1.9841094744370288E-02
116	31	1.9841094744370288E-02
117	31	2.0445346037937653E-02
118	31	2.2822691425092981E-02
119	31	2.0858369425214716E-02
120	31	1.7077388507484793E-02
121	31	1.8873433135151486E-02
122	31	2.4477523271652670E-02
123	31	2.9896914436926322E-02
124	31	2.5476469946681016E-02
125	31	1.9254701775386920E-02
126	31	1.7952964939502866E-02
127	31	1.9063114291611637E-02
128	31	2.0445346037937653E-02
129	31	2.4723526470339388E-02
130	31	5.8425665964500828E-02
131	31	6.5388105705490637E-03
132	31	3.0500872171217483E-02
133	31	1.3036528203437736E-02
134	31	2.9896914436926322E-02
135	31	1.8685639337732773E-02
136	31	1.9063114291611637E-02
137	31	5.4475729869189859E-02
138	31	9.9518183078484198E-03
139	31	2.7598330423249287E-02
140	31	3.2712434939019819E-02
141	31	2.0858369425214716E-02
142	31	2.3283740374897010E-02
143	31	3.8774207831722009E-02
144	31	1.5146284873046980E-02
145	31	2.1927800894261620E-02
146	31	3.8774207831722009E-02
147	31	4.1585655121173161E-02
148	31	1.2034232284723775E-02
149	31	2.5991128778755347E-02
150	31	2.9896914436926322E-02
151	31	2.7051846866350416E-02
152	31	2.8155853680300106E-02
153	31	2.9896914436926322E-02
154	31	1.9254701775386920E-02
155	31	2.8155853680300106E-02
156	31	2.7875698255247015E-02
157	31	1.9063114291611637E-02
158	31	3.3708676899572396E-02
159	31	1.7077388507484793E-02
0	32	0.000E+000
1	32	2.1122532717327142E-03
2	32	2.1122532717327142E-03
3	32	2.1122532717327142E-03
4	32	2.1122532717327142E-03
5	32	2.1122532717327142E-03
6	32	2.1122532717327142E-03
7	32	2.1122532717327142E-03
8	32	2.0912360005151103E-03
9	32	2.1122532717327142E-03
10	32	2.1122532717327142E-03
11	32	2.1122532717327142E-03
12	32	2.0912360005151103E-03
13	32	2.1122532717327142E-03
14	32	2.0912360005151103E-03
15	32	2.1122532717327142E-03
16	32	2.1765809607151255E-03
17	32	2.1122532717327142E-03
18	32	2.1984559630425313E-03
19	32	2.1765809607151255E-03
20	32	2.2205508127982939E-03
21	32	2.2428677194858034E-03
22	32	2.1984559630425313E-03
23	32	2.2881766529221693E-03
24	32	2.2881766529221693E-03
25	32	2.1984559630425313E-03
26	32	2.4787521766663585E-03
27	32	2.2428677194858034E-03
28	32	2.3111732106021292E-03
29	32	2.2881766529221693E-03
30	32	2.2654089148143220E-03
31	32	2.2881766529221693E-03
32	32	2.3344008875291352E-03
33	32	3.2147682753068700E-03
34	32	3.2147682753068700E-03
35	32	3.4135584433954303E-03
36	32	3.1827807965096669E-03
37	32	3.2797109023435730E-03
38	32	3.5885753273319477E-03
39	32	3.3459654574712720E-03
40	32	3.2147682753068700E-03
41	32	3.8874572434761303E-03
42	32	3.2470772336105863E-03
43	32	3.9265268383056242E-03
44	32	4.5165809426126659E-03
45	32	4.3394832707388947E-03
46	32	3.9659890890910649E-03
47	32	4.5165809426126659E-03
48	32	4.0058479420904203E-03
49	32	5.6845688192195950E-03
50	32	5.6845688192195950E-03
51	32	4.6541313102832719E-03
52	32	4.2963046907523398E-03
53	32	5.1953047187052312E-03
54	32	4.6078219299927519E-03
55	32	5.9165604736818572E-03
56	32	6.0967465655156379E-03
57	32	5.6845688192195950E-03
58	32	8.0667871390996144E-03
59	32	5.7994047268421414E-03
60	32	7.0129278325854246E-03
61	32	7.0129278325854246E-03
62	32	7.6733652878954893E-03
63	32	6.6709033062552743E-03
64	32	6.6045267093148112E-03
65	32	7.2991308467885829E-03
66	32	9.4664624017103231E-03
67	32	6.1580198871688972E-03
68	32	9.5616019305435045E-03
69	32	7.2991308467885829E-03
70	32	8.2297470490200302E-03
71	32	7.7504838911366921E-03
72	32	1.1220643809589084E-02
73	32	6.1580198871688972E-03
74	32	1.1914489672789647E-02
75	32	7.8283775492257734E-03
76	32	7.9865212659555023E-03
77	32	7.3724883313680120E-03
78	32	1.0673406553522925E-02
79	32	1.0051835744633586E-02
80	32	1.2034232284723775E-02
81	32	1.7249019115346279E-02
82	32	1.0051835744633586E-02
83	32	1.3981783153338308E-02
84	32	1.0462058943426803E-02
85	32	1.2034232284723775E-02
86	32	1.3167547490079751E-02
87	32	1.5922851504511698E-02
88	32	1.2651240568005305E-02
89	32	7.4465830709243381E-03
90	32	1.4698644504901784E-02
91	32	1.0889023668554451E-02
92	32	2.5476469946681016E-02
93	32	1.0889023668554451E-02
94	32	1.3299883542443767E-02
95	32	8.2297470490200302E-03
96	32	2.2370771856165601E-02
97	32	1.3842662086479501E-02
98	32	9.4664624017103231E-03
99	32	1.6082878822588433E-02
100	32	2.4233967845691113E-02
101	32	7.9865212659555023E-03
102	32	1.5298507566725518E-02
103	32	1.1914489672789647E-02
104	32	1.2277339903068436E-02
105	32	2.0040501061684014E-02
106	32	1.5764416484854486E-02
107	32	1.4264233908999256E-02
108	32	1.6244514441949871E-02
109	32	1.4407591843112350E-02
110	32	1.3167547490079751E-02
111	32	1.8315638888734179E-02
112	32	1.4698644504901784E-02
113	32	1.3981783153338308E-02
114	32	1.7422374639493515E-02
115	32	1.7597472415623393E-02
116	32	1.8873433135151486E-02
117	32	2.3754103131304997E-02
118	32	1.9254701775386920E-02
119	32	1.9063114291611637E-02
120	32	2.8724639654239433E-02
121	32	2.0241911445804391E-02
122	32	1.4995576820477703E-02
123	32	3.8006427075174314E-02
124	32	1.1220643809589084E-02
125	32	2.0040501061684014E-02
126	32	3.0807411032751076E-02
127	32	1.5452260123909515E-02
128	32	2.6516184408894181E-02
129	32	1.9643672553065292E-02
130	32	2.2595601851121864E-02
131	32	4.0356613272031147E-02
132	32	8.3124573819231187E-03
133	32	2.0040501061684014E-02
134	32	1.9448214745385391E-02
135	32	2.0040501061684014E-02
136	32	2.5222974835227212E-02
137	32	1.6907465652705279E-02
138	32	2.1709615629848571E-02
139	32	1.6907465652705279E-02
140	32	3.3373269960326080E-02
141	32	1.8873433135151486E-02
142	32	2.5732512726359940E-02
143	32	2.1067999523041434E-02
144	32	2.6516184408894181E-02
145	32	4.0762203978366211E-02
146	32	1.6739233558580632E-02
147	32	3.3373269960326080E-02
148	32	2.3517745856009107E-02
149	32	3.2064685327860769E-02
150	32	2.7875698255247015E-02
151	32	1.4264233908999256E-02
152	32	3.3041200375886932E-02
153	32	3.1745636378067939E-02
154	32	2.0445346037937653E-02
155	32	2.4233967845691113E-02
156	32	2.5476469946681016E-02
157	32	1.6572675401761255E-02
158	32	3.3373269960326080E-02
159	32	6.8740625574962482E-03
0	33	0.000E+000
1	33	2.1122532717327142E-03
2	33	2.1122532717327142E-03
3	33	2.1122532717327142E-03
4	33	2.1122532717327142E-03
5	33	2.1122532717327142E-03
6	33	2.1122532717327142E-03
7	33	2.1122532717327142E-03
8	33	2.0912360005151103E-03
9	33	2.1122532717327142E-03
10	33	2.1122532717327142E-03
11	33	2.1122532717327142E-03
12	33	2.1122532717327142E-03
13	33	2.0912360005151103E-03
14	33	2.1122532717327142E-03
15	33	2.1122532717327142E-03
16	33	2.1334817700377081E-03
17	33	2.1334817700377081E-03
18	33	2.1765809607151255E-03
19	33	2.1122532717327142E-03
20	33	2.1984559630425313E-03
21	33	2.2881766529221693E-03
22	33	2.2205508127982939E-03
23	33	2.2205508127982939E-03
24	33	2.2881766529221693E-03
25	33	2.2881766529221693E-03
26	33	2.2654089148143220E-03
27	33	2.3344008875291352E-03
28	33	2.0912360005151103E-03
29	33	2.4540881804139170E-03
30	33	2.2881766529221693E-03
31	33	2.2654089148143220E-03
32	33	2.3344008875291352E-03
33	33	2.6584819887763671E-03
34	33	3.2470772336105863E-03
35	33	3.2147682753068700E-03
36	33	3.1511115984444414E-03
37	33	3.4135584433954303E-03
38	33	3.4135584433954303E-03
39	33	3.0275547453758153E-03
40	33	3.4825168982116632E-03
41	33	3.4478652761031265E-03
42	33	3.9659890890910649E-03
43	33	4.0058479420904203E-03
44	33	4.0058479420904203E-03
45	33	3.9265268383056242E-03
46	33	3.8104804325920370E-03
47	33	3.6246411089657558E-03
48	33	4.2963046907523398E-03
49	33	5.0417602596909790E-03
50	33	4.5619733357350964E-03
51	33	5.1953047187052312E-03
52	33	5.1953047187052312E-03
53	33	4.4716402113483319E-03
54	33	4.7481509994114776E-03
55	33	4.7481509994114776E-03
56	33	4.8440700122489673E-03
57	33	5.9760228950059427E-03
58	33	5.7416996856542021E-03
59	33	6.4737483182894049E-03
60	33	9.5616019305435045E-03
61	33	4.9915939069102170E-03
62	33	8.0667871390996144E-03
63	33	5.7416996856542021E-03
64	33	6.0967465655156379E-03
65	33	1.2277339903068436E-02
66	33	5.4616736876407787E-03
67	33	7.9865212659555023E-03
68	33	7.5970140275775670E-03
69	33	7.3724883313680120E-03
70	33	9.1866861562446642E-03
71	33	8.7386461854732905E-03
72	33	5.6845688192195950E-03
73	33	9.6576976275377768E-03
74	33	9.5616019305435045E-03
75	33	6.3455595129091160E-03
76	33	8.7386461854732905E-03
77	33	8.5656093974980606E-03
78	33	7.1545983723145792E-03
79	33	1.0152858373369763E-02
80	33	9.5616019305435045E-03
81	33	1.0673406553522925E-02
82	33	1.2400729220443406E-02
83	33	8.1478596976799888E-03
84	33	1.5298507566725518E-02
85	33	9.9518183078484198E-03
86	33	1.2906812580479873E-02
87	33	9.4664624017103231E-03
88	33	2.1709615629848571E-02
89	33	1.4407591843112350E-02
90	33	6.8056644922305431E-03
91	33	1.2400729220443406E-02
92	33	2.4972002042276155E-02
93	33	9.7547591023429032E-03
94	33	1.5607557919982831E-02
95	33	1.0998460175806881E-02
96	33	1.1678566970395442E-02
97	33	1.1914489672789647E-02
98	33	9.9518183078484198E-03
99	33	1.9254701775386920E-02
100	33	1.8873433135151486E-02
101	33	1.0462058943426803E-02
102	33	1.2034232284723775E-02
103	33	1.3568559012200934E-02
104	33	1.6739233558580632E-02
105	33	1.3433549594245314E-02
106	33	1.0254896296404022E-02
107	33	1.7597472415623393E-02
108	33	1.7422374639493515E-02
109	33	1.1795938519751562E-02
110	33	2.1927800894261620E-02
111	33	1.3036528203437736E-02
112	33	1.5922851504511698E-02
113	33	1.9254701775386920E-02
114	33	1.5922851504511698E-02
115	33	1.6244514441949871E-02
116	33	1.2651240568005305E-02
117	33	1.7952964939502866E-02
118	33	1.7077388507484793E-02
119	33	2.8155853680300106E-02
120	33	1.2277339903068436E-02
121	33	2.4972002042276155E-02
122	33	1.4122302410163962E-02
123	33	2.3992835836709175E-02
124	33	1.5764416484854486E-02
125	33	3.8388398017552075E-02
126	33	1.3433549594245314E-02
127	33	2.8724639654239433E-02
128	33	1.3167547490079751E-02
129	33	1.8873433135151486E-02
130	33	2.3517745856009107E-02
131	33	1.9063114291611637E-02
132	33	1.8499714119819242E-02
133	33	2.0858369425214716E-02
134	33	2.4972002042276155E-02
135	33	2.4477523271652670E-02
136	33	1.5146284873046980E-02
137	33	2.4723526470339388E-02
138	33	1.5764416484854486E-02
139	33	2.6252343965687961E-02
140	33	1.1914489672789647E-02
141	33	2.0858369425214716E-02
142	33	1.9643672553065292E-02
143	33	2.2370771856165601E-02
144	33	2.2370771856165601E-02
145	33	2.2370771856165601E-02
146	33	2.4972002042276155E-02
147	33	1.8873433135151486E-02
148	33	2.3754103131304997E-02
149	33	3.8774207831722009E-02
150	33	2.2370771856165601E-02
151	33	5.2865728738350368E-02
152	33	1.0998460175806881E-02
153	33	2.8155853680300106E-02
154	33	3.8388398017552075E-02
155	33	1.4122302410163962E-02
156	33	3.3041200375886932E-02
157	33	2.9304915867040759E-02
158	33	1.4995576820477703E-02
159	33	2.7051846866350416E-02
160	33	2.8438824714184505E-02
